site,site.code,year,date,doy,week,observer,obs.start,obs.end,tot.obs.length,weather,habitat,habitat.code,plant.species,abun.rank,notes
Frogs.Pond,FP,2015,29-Jun-15,180,8,JEO,4:30:00 pm,6:00:00 pm,60,clear.warm,wet,w,Senecio.integerrimus,9,
Frogs.Pond,FP,2015,29-Jun-15,180,8,JEO,4:30:00 pm,6:00:00 pm,60,clear.warm,wet,w,Taraxacum.officinale,12,
Frogs.Pond,FP,2015,29-Jun-15,180,8,JEO,4:30:00 pm,6:00:00 pm,60,clear.warm,wet,w,Veratrum.tenuipetalum,12,
Frogs.Pond,FP,2015,29-Jun-15,180,8,JEO,4:30:00 pm,6:00:00 pm,60,clear.warm,wet,w,Vicia.americana,6,
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,4:40:00 pm,5:40:00 pm,60,mostlycloudy.mild,aspen,a,Anticlea.elegans,3,ranks estimated
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,4:40:00 pm,5:40:00 pm,60,mostlycloudy.mild,aspen,a,Aquilegia.coerulea,11,ranks estimated
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,4:40:00 pm,5:40:00 pm,60,mostlycloudy.mild,aspen,a,Arnica.cordifolia,11,ranks estimated
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,4:40:00 pm,5:40:00 pm,60,mostlycloudy.mild,aspen,a,Castilleja.sulphurea,12,ranks estimated
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,4:40:00 pm,5:40:00 pm,60,mostlycloudy.mild,aspen,a,Collomia.linearis,13,ranks estimated
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,4:40:00 pm,5:40:00 pm,60,mostlycloudy.mild,aspen,a,Delphinium.barbeyi,7,ranks estimated
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,4:40:00 pm,5:40:00 pm,60,mostlycloudy.mild,aspen,a,Descurainia.incana,13,ranks estimated
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,4:40:00 pm,5:40:00 pm,60,mostlycloudy.mild,aspen,a,Fragaria.virginiana,10,ranks estimated
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,4:40:00 pm,5:40:00 pm,60,mostlycloudy.mild,aspen,a,Geranium.richardsonii,6,ranks estimated
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,4:40:00 pm,5:40:00 pm,60,mostlycloudy.mild,aspen,a,Helianthella.quinquenervis,4,ranks estimated
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,4:40:00 pm,5:40:00 pm,60,mostlycloudy.mild,aspen,a,Heracleum.sphondylium,8,ranks estimated
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,4:40:00 pm,5:40:00 pm,60,mostlycloudy.mild,aspen,a,Lathyrus.leucanthus,4,ranks estimated
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,4:40:00 pm,5:40:00 pm,60,mostlycloudy.mild,aspen,a,Ligusticum.porteri,1,ranks estimated
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,4:40:00 pm,5:40:00 pm,60,mostlycloudy.mild,aspen,a,Limnorchis.hyperborea,13,ranks estimated
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,4:40:00 pm,5:40:00 pm,60,mostlycloudy.mild,aspen,a,Pedicularis.bracteosa,13,ranks estimated
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,4:40:00 pm,5:40:00 pm,60,mostlycloudy.mild,aspen,a,Potentilla.pulcherrima,2,ranks estimated
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,4:40:00 pm,5:40:00 pm,60,mostlycloudy.mild,aspen,a,Pseudocymopterus.montanus,9,ranks estimated
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,4:40:00 pm,5:40:00 pm,60,mostlycloudy.mild,aspen,a,Senecio.integerrimus,10,ranks estimated
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,4:40:00 pm,5:40:00 pm,60,mostlycloudy.mild,aspen,a,Solidago.multiradiata,13,ranks estimated
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,4:40:00 pm,5:40:00 pm,60,mostlycloudy.mild,aspen,a,Thalictrum.fendleri,11,ranks estimated
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,4:40:00 pm,5:40:00 pm,60,mostlycloudy.mild,aspen,a,Trifolium.pratense,13,ranks estimated
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,4:40:00 pm,5:40:00 pm,60,mostlycloudy.mild,aspen,a,Valeriana.occidentalis,12,ranks estimated
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,4:40:00 pm,5:40:00 pm,60,mostlycloudy.mild,aspen,a,Vicia.americana,5,ranks estimated
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,4:40:00 pm,5:40:00 pm,60,mostlycloudy.mild,dry,d,Achillea.millefolium,5,ranks estimated
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,4:40:00 pm,5:40:00 pm,60,mostlycloudy.mild,dry,d,Anticlea.elegans,8,ranks estimated
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,4:40:00 pm,5:40:00 pm,60,mostlycloudy.mild,dry,d,Dugaldia.hoopesii,8,ranks estimated
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,4:40:00 pm,5:40:00 pm,60,mostlycloudy.mild,dry,d,Erigeron.speciosus,4,ranks estimated
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,4:40:00 pm,5:40:00 pm,60,mostlycloudy.mild,dry,d,Galium.septentrionale,5,ranks estimated
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,4:40:00 pm,5:40:00 pm,60,mostlycloudy.mild,dry,d,Helianthella.quinquenervis,3,ranks estimated
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,4:40:00 pm,5:40:00 pm,60,mostlycloudy.mild,dry,d,Heterotheca.villosa,8,ranks estimated
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,4:40:00 pm,5:40:00 pm,60,mostlycloudy.mild,dry,d,Ligusticum.porteri,2,ranks estimated
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,4:40:00 pm,5:40:00 pm,60,mostlycloudy.mild,dry,d,Adenolinum.lewisii,8,ranks estimated
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,4:40:00 pm,5:40:00 pm,60,mostlycloudy.mild,dry,d,Pentaphylloides.floribunda,6,ranks estimated
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,4:40:00 pm,5:40:00 pm,60,mostlycloudy.mild,dry,d,Potentilla.pulcherrima,1,ranks estimated
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,4:40:00 pm,5:40:00 pm,60,mostlycloudy.mild,dry,d,Solidago.multiradiata,5,ranks estimated
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,4:40:00 pm,5:40:00 pm,60,mostlycloudy.mild,dry,d,Taraxacum.officinale,8,ranks estimated
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,4:40:00 pm,5:40:00 pm,60,mostlycloudy.mild,dry,d,Thalictrum.fendleri,8,ranks estimated
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,4:40:00 pm,5:40:00 pm,60,mostlycloudy.mild,dry,d,Veratrum.tenuipetalum,7,ranks estimated
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,4:40:00 pm,5:40:00 pm,60,mostlycloudy.mild,wet,w,Achillea.millefolium,11,ranks estimated
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,4:40:00 pm,5:40:00 pm,60,mostlycloudy.mild,wet,w,Aconitum.columbianum,5,ranks estimated
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,4:40:00 pm,5:40:00 pm,60,mostlycloudy.mild,wet,w,Anticlea.elegans,4,ranks estimated
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,4:40:00 pm,5:40:00 pm,60,mostlycloudy.mild,wet,w,Delphinium.barbeyi,7,ranks estimated
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,4:40:00 pm,5:40:00 pm,60,mostlycloudy.mild,wet,w,Erigeron.elatior,10,ranks estimated
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,4:40:00 pm,5:40:00 pm,60,mostlycloudy.mild,wet,w,Geranium.richardsonii,10,ranks estimated
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,4:40:00 pm,5:40:00 pm,60,mostlycloudy.mild,wet,w,Helianthella.quinquenervis,3,ranks estimated
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,4:40:00 pm,5:40:00 pm,60,mostlycloudy.mild,wet,w,Hydrophyllum.fendleri,8,ranks estimated
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,4:40:00 pm,5:40:00 pm,60,mostlycloudy.mild,wet,w,Lathyrus.leucanthus,9,ranks estimated
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,4:40:00 pm,5:40:00 pm,60,mostlycloudy.mild,wet,w,Ligusticum.porteri,1,ranks estimated
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,4:40:00 pm,5:40:00 pm,60,mostlycloudy.mild,wet,w,Limnorchis.hyperborea,11,ranks estimated
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,4:40:00 pm,5:40:00 pm,60,mostlycloudy.mild,wet,w,Distegia.involucrata,11,ranks estimated
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,4:40:00 pm,5:40:00 pm,60,mostlycloudy.mild,wet,w,Lupinus.bakeri,11,ranks estimated
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,4:40:00 pm,5:40:00 pm,60,mostlycloudy.mild,wet,w,Mertensia.ciliata,6,ranks estimated
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,4:40:00 pm,5:40:00 pm,60,mostlycloudy.mild,wet,w,Pentaphylloides.floribunda,10,ranks estimated
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,4:40:00 pm,5:40:00 pm,60,mostlycloudy.mild,wet,w,Potentilla.pulcherrima,2,ranks estimated
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,4:40:00 pm,5:40:00 pm,60,mostlycloudy.mild,wet,w,Prunella.vulgaris,11,ranks estimated
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,4:40:00 pm,5:40:00 pm,60,mostlycloudy.mild,wet,w,Senecio.integerrimus,11,ranks estimated
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,4:40:00 pm,5:40:00 pm,60,mostlycloudy.mild,wet,w,Trifolium.pratense,11,ranks estimated
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,4:40:00 pm,5:40:00 pm,60,mostlycloudy.mild,wet,w,Veratrum.tenuipetalum,3,ranks estimated
Gothic.Spires,GS,2015,7-Jul-15,188,8,JEO,4:40:00 pm,5:40:00 pm,60,mostlycloudy.mild,wet,w,Vicia.americana,4,ranks estimated
Rosy.Hills,RH,2015,28-Jun-15,179,8,JEO,10:15:00 am,10:45:00 am,30,clear.warm,dry,d,Aquilegia.coerulea,6,
Rosy.Hills,RH,2015,28-Jun-15,179,8,JEO,10:15:00 am,10:45:00 am,30,clear.warm,dry,d,Delphinium.nuttallianum,7,
Rosy.Hills,RH,2015,28-Jun-15,179,8,JEO,10:15:00 am,10:45:00 am,30,clear.warm,dry,d,Dugaldia.hoopesii,9,
Rosy.Hills,RH,2015,28-Jun-15,179,8,JEO,10:15:00 am,10:45:00 am,30,clear.warm,dry,d,Eremogone.congesta,10,
Rosy.Hills,RH,2015,28-Jun-15,179,8,JEO,10:15:00 am,10:45:00 am,30,clear.warm,dry,d,Eriogonum.subalpinum,10,
Rosy.Hills,RH,2015,28-Jun-15,179,8,JEO,10:15:00 am,10:45:00 am,30,clear.warm,dry,d,Eriogonum.umbellatum,6,
Rosy.Hills,RH,2015,28-Jun-15,179,8,JEO,10:15:00 am,10:45:00 am,30,clear.warm,dry,d,Frasera.speciosa,10,
Rosy.Hills,RH,2015,28-Jun-15,179,8,JEO,10:15:00 am,10:45:00 am,30,clear.warm,dry,d,Geranium.richardsonii,6,
Rosy.Hills,RH,2015,28-Jun-15,179,8,JEO,10:15:00 am,10:45:00 am,30,clear.warm,dry,d,Hydrophyllum.fendleri,3,
Rosy.Hills,RH,2015,28-Jun-15,179,8,JEO,10:15:00 am,10:45:00 am,30,clear.warm,dry,d,Ipomopsis.aggregata,10,
Rosy.Hills,RH,2015,28-Jun-15,179,8,JEO,10:15:00 am,10:45:00 am,30,clear.warm,dry,d,Lathyrus.leucanthus,1,
Rosy.Hills,RH,2015,28-Jun-15,179,8,JEO,10:15:00 am,10:45:00 am,30,clear.warm,dry,d,Lathyrus.leucanthus,5,
Rosy.Hills,RH,2015,28-Jun-15,179,8,JEO,10:15:00 am,10:45:00 am,30,clear.warm,dry,d,Ligusticum.porteri,4,
Rosy.Hills,RH,2015,28-Jun-15,179,8,JEO,10:15:00 am,10:45:00 am,30,clear.warm,dry,d,Adenolinum.lewisii,2,
Rosy.Hills,RH,2015,28-Jun-15,179,8,JEO,10:15:00 am,10:45:00 am,30,clear.warm,dry,d,Lupinus.bakeri,5,
Rosy.Hills,RH,2015,28-Jun-15,179,8,JEO,10:15:00 am,10:45:00 am,30,clear.warm,dry,d,Lupinus.bakeri,6,
Rosy.Hills,RH,2015,28-Jun-15,179,8,JEO,10:15:00 am,10:45:00 am,30,clear.warm,dry,d,Osmorhiza.occidentalis,1,
Rosy.Hills,RH,2015,28-Jun-15,179,8,JEO,10:15:00 am,10:45:00 am,30,clear.warm,dry,d,Penstemon.crandallii,10,
Rosy.Hills,RH,2015,28-Jun-15,179,8,JEO,10:15:00 am,10:45:00 am,30,clear.warm,dry,d,Potentilla.pulcherrima,4,
Rosy.Hills,RH,2015,28-Jun-15,179,8,JEO,10:15:00 am,10:45:00 am,30,clear.warm,dry,d,Sambucus.racemosa,6,
Rosy.Hills,RH,2015,28-Jun-15,179,8,JEO,10:15:00 am,10:45:00 am,30,clear.warm,dry,d,Thalictrum.fendleri,2,
Rosy.Hills,RH,2015,28-Jun-15,179,8,JEO,10:15:00 am,10:45:00 am,30,clear.warm,dry,d,Valeriana.occidentalis,6,
Rosy.Hills,RH,2015,28-Jun-15,179,8,JEO,10:15:00 am,10:45:00 am,30,clear.warm,dry,d,Vicia.americana,3,
Rosy.Hills,RH,2015,28-Jun-15,179,8,JEO,10:15:00 am,10:45:00 am,30,clear.warm,dry,d,Viola.canadensis,6,
Rosy.Hills,RH,2015,28-Jun-15,179,8,JEO,10:15:00 am,10:45:00 am,30,clear.warm,dry,d,Wyethia.arizonica,8,
Rosy.Hills,RH,2015,28-Jun-15,179,8,JEO,10:15:00 am,10:45:00 am,30,clear.warm,wet,w,Achillea.millefolium,12,
Rosy.Hills,RH,2015,28-Jun-15,179,8,JEO,10:15:00 am,10:45:00 am,30,clear.warm,wet,w,Aquilegia.coerulea,10,
Rosy.Hills,RH,2015,28-Jun-15,179,8,JEO,10:15:00 am,10:45:00 am,30,clear.warm,wet,w,Delphinium.barbeyi,12,
Rosy.Hills,RH,2015,28-Jun-15,179,8,JEO,10:15:00 am,10:45:00 am,30,clear.warm,wet,w,Delphinium.nuttallianum,6,
Rosy.Hills,RH,2015,28-Jun-15,179,8,JEO,10:15:00 am,10:45:00 am,30,clear.warm,wet,w,Epilobium.sp,12,
Rosy.Hills,RH,2015,28-Jun-15,179,8,JEO,10:15:00 am,10:45:00 am,30,clear.warm,wet,w,Erysimum.capitatum,12,
Rosy.Hills,RH,2015,28-Jun-15,179,8,JEO,10:15:00 am,10:45:00 am,30,clear.warm,wet,w,Erythrocoma.triflora,12,
Rosy.Hills,RH,2015,28-Jun-15,179,8,JEO,10:15:00 am,10:45:00 am,30,clear.warm,wet,w,Helianthella.quinquenervis,12,
Rosy.Hills,RH,2015,28-Jun-15,179,8,JEO,10:15:00 am,10:45:00 am,30,clear.warm,wet,w,Hydrophyllum.fendleri,2,
Rosy.Hills,RH,2015,28-Jun-15,179,8,JEO,10:15:00 am,10:45:00 am,30,clear.warm,wet,w,Lathyrus.leucanthus,4,
Rosy.Hills,RH,2015,28-Jun-15,179,8,JEO,10:15:00 am,10:45:00 am,30,clear.warm,wet,w,Ligusticum.porteri,7,
Rosy.Hills,RH,2015,28-Jun-15,179,8,JEO,10:15:00 am,10:45:00 am,30,clear.warm,wet,w,Adenolinum.lewisii,9,
Rosy.Hills,RH,2015,28-Jun-15,179,8,JEO,10:15:00 am,10:45:00 am,30,clear.warm,wet,w,Lupinus.bakeri,1,
Rosy.Hills,RH,2015,28-Jun-15,179,8,JEO,10:15:00 am,10:45:00 am,30,clear.warm,wet,w,Osmorhiza.occidentalis,3,
Rosy.Hills,RH,2015,28-Jun-15,179,8,JEO,10:15:00 am,10:45:00 am,30,clear.warm,wet,w,Potentilla.pulcherrima,11,
Rosy.Hills,RH,2015,28-Jun-15,179,8,JEO,10:15:00 am,10:45:00 am,30,clear.warm,wet,w,Senecio.integerrimus,5,
Rosy.Hills,RH,2015,28-Jun-15,179,8,JEO,10:15:00 am,10:45:00 am,30,clear.warm,wet,w,Thalictrum.fendleri,3,
Rosy.Hills,RH,2015,28-Jun-15,179,8,JEO,10:15:00 am,10:45:00 am,30,clear.warm,wet,w,Vicia.americana,8,
Rosy.Hills,RH,2015,30-Jun-15,181,8,GAH+JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,aspen,a,Aquilegia.coerulea,12,
Rosy.Hills,RH,2015,30-Jun-15,181,8,GAH+JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,aspen,a,Geranium.richardsonii,6,
Rosy.Hills,RH,2015,30-Jun-15,181,8,GAH+JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,aspen,a,Helianthella.quinquenervis,13,
Rosy.Hills,RH,2015,30-Jun-15,181,8,GAH+JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,aspen,a,Heracleum.sphondylium,4,
Rosy.Hills,RH,2015,30-Jun-15,181,8,GAH+JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,aspen,a,Hydrophyllum.fendleri,5,
Rosy.Hills,RH,2015,30-Jun-15,181,8,GAH+JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,aspen,a,Lathyrus.leucanthus,8,
Rosy.Hills,RH,2015,30-Jun-15,181,8,GAH+JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,aspen,a,Ligusticum.porteri,1,
Rosy.Hills,RH,2015,30-Jun-15,181,8,GAH+JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,aspen,a,Lupinus.bakeri,9,
Rosy.Hills,RH,2015,30-Jun-15,181,8,GAH+JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,aspen,a,Osmorhiza.occidentalis,2,
Rosy.Hills,RH,2015,30-Jun-15,181,8,GAH+JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,aspen,a,Sambucus.racemosa,11,
Rosy.Hills,RH,2015,30-Jun-15,181,8,GAH+JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,aspen,a,Thalictrum.fendleri,3,
Rosy.Hills,RH,2015,30-Jun-15,181,8,GAH+JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,aspen,a,Valeriana.occidentalis,10,
Rosy.Hills,RH,2015,30-Jun-15,181,8,GAH+JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,aspen,a,Vicia.americana,7,
Rosy.Hills,RH,2015,30-Jun-15,181,8,GAH+JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,dry,d,Collomia.linearis,11,
Rosy.Hills,RH,2015,30-Jun-15,181,8,GAH+JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,dry,d,Delphinium.nuttallianum,11,
Rosy.Hills,RH,2015,30-Jun-15,181,8,GAH+JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,dry,d,Eremogone.congesta,11,
Rosy.Hills,RH,2015,30-Jun-15,181,8,GAH+JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,dry,d,Eriogonum.subalpinum,8,
Rosy.Hills,RH,2015,30-Jun-15,181,8,GAH+JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,dry,d,Eriogonum.umbellatum,8,
Rosy.Hills,RH,2015,30-Jun-15,181,8,GAH+JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,dry,d,Frasera.speciosa,10,
Rosy.Hills,RH,2015,30-Jun-15,181,8,GAH+JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,dry,d,Galium.septentrionale,11,
Rosy.Hills,RH,2015,30-Jun-15,181,8,GAH+JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,dry,d,Helianthella.quinquenervis,7,
Rosy.Hills,RH,2015,30-Jun-15,181,8,GAH+JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,dry,d,Ipomopsis.aggregata,9,
Rosy.Hills,RH,2015,30-Jun-15,181,8,GAH+JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,dry,d,Lathyrus.leucanthus,1,
Rosy.Hills,RH,2015,30-Jun-15,181,8,GAH+JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,dry,d,Adenolinum.lewisii,5,
Rosy.Hills,RH,2015,30-Jun-15,181,8,GAH+JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,dry,d,Lupinus.bakeri,3,
Rosy.Hills,RH,2015,30-Jun-15,181,8,GAH+JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,dry,d,Penstemon.crandallii,11,
Rosy.Hills,RH,2015,30-Jun-15,181,8,GAH+JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,dry,d,Potentilla.pulcherrima,4,
Rosy.Hills,RH,2015,30-Jun-15,181,8,GAH+JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,dry,d,Rosa.woodsii,11,
Rosy.Hills,RH,2015,30-Jun-15,181,8,GAH+JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,dry,d,Vicia.americana,2,
Rosy.Hills,RH,2015,30-Jun-15,181,8,GAH+JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,dry,d,Wyethia.arizonica,6,
Rosy.Hills,RH,2015,30-Jun-15,181,8,GAH+JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,wet,w,Aconitum.columbianum,11,
Rosy.Hills,RH,2015,30-Jun-15,181,8,GAH+JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,wet,w,Aquilegia.coerulea,9,
Rosy.Hills,RH,2015,30-Jun-15,181,8,GAH+JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,wet,w,Delphinium.barbeyi,7,
Rosy.Hills,RH,2015,30-Jun-15,181,8,GAH+JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,wet,w,Epilobium.sp,11,
Rosy.Hills,RH,2015,30-Jun-15,181,8,GAH+JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,wet,w,Erythrocoma.triflora,8,
Rosy.Hills,RH,2015,30-Jun-15,181,8,GAH+JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,wet,w,Helianthella.quinquenervis,6,
Rosy.Hills,RH,2015,30-Jun-15,181,8,GAH+JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,wet,w,Hydrophyllum.fendleri,5,
Rosy.Hills,RH,2015,30-Jun-15,181,8,GAH+JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,wet,w,Lathyrus.leucanthus,3,
Rosy.Hills,RH,2015,30-Jun-15,181,8,GAH+JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,wet,w,Ligusticum.porteri,2,
Rosy.Hills,RH,2015,30-Jun-15,181,8,GAH+JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,wet,w,Adenolinum.lewisii,10,
Rosy.Hills,RH,2015,30-Jun-15,181,8,GAH+JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,wet,w,Lupinus.bakeri,1,
Rosy.Hills,RH,2015,30-Jun-15,181,8,GAH+JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,wet,w,Potentilla.pulcherrima,4,
Rosy.Hills,RH,2015,30-Jun-15,181,8,GAH+JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,wet,w,Veratrum.tenuipetalum,11,
Rosy.Hills,RH,2015,30-Jun-15,181,8,GAH+JEO,1:30:00 pm,2:30:00 pm,60,clear.warm,wet,w,Vicia.americana,3,
Stormy.Pass,SP,2015,30-Jun-15,181,8,GAH+JEO,10:25:00 am,11:25:00 am,60,clear.warm,aspen,a,Dugaldia.hoopesii,6,
Stormy.Pass,SP,2015,30-Jun-15,181,8,GAH+JEO,10:25:00 am,11:25:00 am,60,clear.warm,aspen,a,Erigeron.speciosus,10,
Stormy.Pass,SP,2015,30-Jun-15,181,8,GAH+JEO,10:25:00 am,11:25:00 am,60,clear.warm,aspen,a,Fragaria.virginiana,10,
Stormy.Pass,SP,2015,30-Jun-15,181,8,GAH+JEO,10:25:00 am,11:25:00 am,60,clear.warm,aspen,a,Frasera.speciosa,10,
Stormy.Pass,SP,2015,30-Jun-15,181,8,GAH+JEO,10:25:00 am,11:25:00 am,60,clear.warm,aspen,a,Geranium.richardsonii,4,
Stormy.Pass,SP,2015,30-Jun-15,181,8,GAH+JEO,10:25:00 am,11:25:00 am,60,clear.warm,aspen,a,Heracleum.sphondylium,5,
Stormy.Pass,SP,2015,30-Jun-15,181,8,GAH+JEO,10:25:00 am,11:25:00 am,60,clear.warm,aspen,a,Hydrophyllum.fendleri,9,
Stormy.Pass,SP,2015,30-Jun-15,181,8,GAH+JEO,10:25:00 am,11:25:00 am,60,clear.warm,aspen,a,Lathyrus.leucanthus,1,
Stormy.Pass,SP,2015,30-Jun-15,181,8,GAH+JEO,10:25:00 am,11:25:00 am,60,clear.warm,aspen,a,Ligusticum.porteri,8,
Stormy.Pass,SP,2015,30-Jun-15,181,8,GAH+JEO,10:25:00 am,11:25:00 am,60,clear.warm,aspen,a,Mertensia.ciliata,10,
Stormy.Pass,SP,2015,30-Jun-15,181,8,GAH+JEO,10:25:00 am,11:25:00 am,60,clear.warm,aspen,a,Pedicularis.racemosa,10,
Stormy.Pass,SP,2015,30-Jun-15,181,8,GAH+JEO,10:25:00 am,11:25:00 am,60,clear.warm,aspen,a,Potentilla.pulcherrima,3,
Stormy.Pass,SP,2015,30-Jun-15,181,8,GAH+JEO,10:25:00 am,11:25:00 am,60,clear.warm,aspen,a,Taraxacum.officinale,10,
Stormy.Pass,SP,2015,30-Jun-15,181,8,GAH+JEO,10:25:00 am,11:25:00 am,60,clear.warm,aspen,a,Thalictrum.fendleri,7,
Stormy.Pass,SP,2015,30-Jun-15,181,8,GAH+JEO,10:25:00 am,11:25:00 am,60,clear.warm,aspen,a,Vicia.americana,2,
Stormy.Pass,SP,2015,30-Jun-15,181,8,GAH+JEO,10:25:00 am,11:25:00 am,60,clear.warm,dry,d,Agoseris.aurantiaca,11,
Stormy.Pass,SP,2015,30-Jun-15,181,8,GAH+JEO,10:25:00 am,11:25:00 am,60,clear.warm,dry,d,Collomia.linearis,10,
Stormy.Pass,SP,2015,30-Jun-15,181,8,GAH+JEO,10:25:00 am,11:25:00 am,60,clear.warm,dry,d,Delphinium.nuttallianum,7,
Stormy.Pass,SP,2015,30-Jun-15,181,8,GAH+JEO,10:25:00 am,11:25:00 am,60,clear.warm,dry,d,Dugaldia.hoopesii,5,
Stormy.Pass,SP,2015,30-Jun-15,181,8,GAH+JEO,10:25:00 am,11:25:00 am,60,clear.warm,dry,d,Erigeron.speciosus,11,
Stormy.Pass,SP,2015,30-Jun-15,181,8,GAH+JEO,10:25:00 am,11:25:00 am,60,clear.warm,dry,d,Helianthella.quinquenervis,8,
